frame_id,source_index,source_label,total_people,queue_pairs,queue_detected,roi_Check-in,roi_Central Walkway,roi_Security Area
146,0,File: Eagle_Eye_View_Video_Generated.mp4,12,2,False,9,3,0
147,0,File: Eagle_Eye_View_Video_Generated.mp4,12,2,False,9,3,0
148,0,File: Eagle_Eye_View_Video_Generated.mp4,12,2,False,9,3,0
149,0,File: Eagle_Eye_View_Video_Generated.mp4,13,2,False,10,3,0
150,0,File: Eagle_Eye_View_Video_Generated.mp4,13,3,False,10,3,0
151,0,File: Eagle_Eye_View_Video_Generated.mp4,13,3,False,10,3,0
152,0,File: Eagle_Eye_View_Video_Generated.mp4,13,3,False,10,3,0
153,0,File: Eagle_Eye_View_Video_Generated.mp4,13,3,False,10,3,0
154,0,File: Eagle_Eye_View_Video_Generated.mp4,13,3,False,10,3,0
155,0,File: Eagle_Eye_View_Video_Generated.mp4,13,3,False,10,3,0
156,0,File: Eagle_Eye_View_Video_Generated.mp4,13,3,False,10,3,0
157,0,File: Eagle_Eye_View_Video_Generated.mp4,13,3,False,10,3,0
158,0,File: Eagle_Eye_View_Video_Generated.mp4,13,2,False,10,3,0
159,0,File: Eagle_Eye_View_Video_Generated.mp4,13,3,False,10,3,0
160,0,File: Eagle_Eye_View_Video_Generated.mp4,13,2,False,10,3,0
161,0,File: Eagle_Eye_View_Video_Generated.mp4,13,2,False,10,3,0
162,0,File: Eagle_Eye_View_Video_Generated.mp4,13,2,False,10,3,0
163,0,File: Eagle_Eye_View_Video_Generated.mp4,13,2,False,10,3,0
164,0,File: Eagle_Eye_View_Video_Generated.mp4,13,2,False,10,3,0
165,0,File: Eagle_Eye_View_Video_Generated.mp4,13,3,False,10,3,0
166,0,File: Eagle_Eye_View_Video_Generated.mp4,13,3,False,10,3,0
167,0,File: Eagle_Eye_View_Video_Generated.mp4,13,3,False,10,3,0
168,0,File: Eagle_Eye_View_Video_Generated.mp4,13,3,False,10,3,0
169,0,File: Eagle_Eye_View_Video_Generated.mp4,13,3,False,10,3,0
170,0,File: Eagle_Eye_View_Video_Generated.mp4,14,4,False,10,4,0
171,0,File: Eagle_Eye_View_Video_Generated.mp4,14,5,True,10,4,0
172,0,File: Eagle_Eye_View_Video_Generated.mp4,14,5,True,10,4,0
173,0,File: Eagle_Eye_View_Video_Generated.mp4,14,5,True,10,4,0
174,0,File: Eagle_Eye_View_Video_Generated.mp4,14,5,True,10,4,0
175,0,File: Eagle_Eye_View_Video_Generated.mp4,14,5,True,10,4,0
176,0,File: Eagle_Eye_View_Video_Generated.mp4,14,5,True,10,4,0
177,0,File: Eagle_Eye_View_Video_Generated.mp4,14,5,True,10,4,0
178,0,File: Eagle_Eye_View_Video_Generated.mp4,15,5,True,10,5,0
179,0,File: Eagle_Eye_View_Video_Generated.mp4,15,5,True,10,5,0
180,0,File: Eagle_Eye_View_Video_Generated.mp4,15,5,True,10,5,0
181,0,File: Eagle_Eye_View_Video_Generated.mp4,15,5,True,10,5,0
182,0,File: Eagle_Eye_View_Video_Generated.mp4,15,5,True,10,5,0
183,0,File: Eagle_Eye_View_Video_Generated.mp4,14,6,True,10,4,0
184,0,File: Eagle_Eye_View_Video_Generated.mp4,13,4,False,9,4,0
185,0,File: Eagle_Eye_View_Video_Generated.mp4,13,4,False,9,4,0
186,0,File: Eagle_Eye_View_Video_Generated.mp4,13,4,False,9,4,0
187,0,File: Eagle_Eye_View_Video_Generated.mp4,14,5,True,10,4,0
188,0,File: Eagle_Eye_View_Video_Generated.mp4,13,3,False,10,3,0
189,0,File: Eagle_Eye_View_Video_Generated.mp4,12,3,False,10,2,0
190,0,File: Eagle_Eye_View_Video_Generated.mp4,13,3,False,10,3,0
191,0,File: Eagle_Eye_View_Video_Generated.mp4,13,3,False,10,3,0
192,0,File: Eagle_Eye_View_Video_Generated.mp4,13,3,False,10,3,0
